city,timestamp,temperature,season
New York,2010-02-16,2.6687792185236514,winter
New York,2010-02-17,-1.4830432336717039,winter
New York,2010-02-18,4.989599965129179,winter
New York,2010-02-19,-8.492028656345664,winter
New York,2010-02-20,-1.7849495674846656,winter
New York,2010-02-21,11.883634132754786,winter
New York,2010-02-22,0.17273190315358375,winter
New York,2010-02-23,-5.460200600331197,winter
New York,2010-02-24,1.2519989734791037,winter
New York,2010-02-25,-2.075316195733039,winter
New York,2010-02-26,0.3918026081620937,winter
New York,2010-02-27,3.3577674584411916,winter
New York,2010-02-28,2.1363532921650035,winter
New York,2010-03-01,-1.1022323255330058,spring
New York,2010-03-02,9.772690246302043,spring
New York,2010-03-03,7.729954459911111,spring
New York,2010-03-04,16.657240361291727,spring
New York,2010-03-05,1.212962519975898,spring
New York,2010-03-06,16.31628708065543,spring
New York,2010-03-07,9.953550771622464,spring
New York,2010-03-08,8.617849725401964,spring
New York,2010-03-09,4.861222300946836,spring
New York,2010-03-10,7.9222283635593005,spring
New York,2010-03-11,11.146818747138834,spring
New York,2010-03-12,11.83722857028196,spring
New York,2010-03-13,6.671569847828191,spring
New York,2010-03-14,15.359086583269347,spring
New York,2010-03-15,3.806286157106703,spring
New York,2010-03-16,7.125074496930481,spring
New York,2010-03-17,10.866011453949667,spring
New York,2010-03-18,4.386817074788708,spring
New York,2010-03-19,3.4913822055542987,spring
New York,2010-03-20,8.902063767239277,spring
New York,2010-03-21,1.8587515444345328,spring
New York,2010-03-22,8.535093802129213,spring
New York,2010-03-23,7.821752212317554,spring
New York,2010-03-24,8.534398773854797,spring
New York,2010-03-25,2.7222867541600806,spring
New York,2010-03-26,3.375066403889134,spring
New York,2010-03-27,7.044379934145702,spring
New York,2010-03-28,4.4311833240212835,spring
New York,2010-03-29,6.601108128492889,spring
New York,2010-03-30,-0.051190128861710704,spring
New York,2010-03-31,11.093806579280036,spring
New York,2010-04-01,5.158179050693743,spring
New York,2010-04-02,11.268321614891821,spring
New York,2010-04-03,6.352100868607543,spring
New York,2010-04-04,3.0279811481074077,spring
New York,2010-04-05,15.81610924789663,spring
New York,2010-04-06,11.262413629375637,spring
New York,2010-04-07,2.2361478974982383,spring
New York,2010-04-08,14.055613364413103,spring
New York,2010-04-09,14.416993886503725,spring
New York,2010-04-10,16.683797089414533,spring
New York,2010-04-11,4.243386091368256,spring
New York,2010-04-12,16.183755722819484,spring
New York,2010-04-13,9.159374007644297,spring
New York,2010-04-14,4.199510622878641,spring
New York,2010-04-15,8.043706449427779,spring
New York,2010-04-16,9.42107388032166,spring
New York,2010-04-17,17.57840565110518,spring
New York,2010-04-18,21.64814322004632,spring
New York,2010-04-19,14.313210133873877,spring
New York,2010-04-20,5.878589989618551,spring
New York,2010-04-21,6.9238895181898155,spring
New York,2010-04-22,3.1755538131927796,spring
New York,2010-04-23,11.159066990229185,spring
New York,2010-04-24,9.317776428636376,spring
New York,2010-04-25,10.844258576436065,spring
New York,2010-04-26,16.025889643961577,spring
New York,2010-04-27,14.765797555715414,spring
New York,2010-04-28,9.82088307776193,spring
New York,2010-04-29,11.00379314171069,spring
New York,2010-04-30,12.169716741817414,spring
New York,2010-05-01,6.1104734333893465,spring
New York,2010-05-02,10.989970975594764,spring
New York,2010-05-03,4.798793599315156,spring
New York,2010-05-04,16.002283040732085,spring
New York,2010-05-05,13.534988460352784,spring
New York,2010-05-06,16.89128375397275,spring
New York,2010-05-07,1.5384096611942333,spring
New York,2010-05-08,11.849199268378818,spring
New York,2010-05-09,10.321553823391648,spring
New York,2010-05-10,9.072188911910995,spring
New York,2010-05-11,16.583894731083888,spring
New York,2010-05-12,5.367807960704838,spring
New York,2010-05-13,14.343000982911711,spring
New York,2010-05-14,9.734943174851661,spring
New York,2010-05-15,11.936546976890078,spring
New York,2010-05-16,10.431159866339662,spring
New York,2010-05-17,6.435522955307542,spring
New York,2010-05-18,11.18783410936319,spring
New York,2010-05-19,12.990657386479276,spring
New York,2010-05-20,12.822040060634462,spring
New York,2010-05-21,7.967977129510752,spring
New York,2010-05-22,10.16614453486603,spring
New York,2010-05-23,11.506649963020298,spring
New York,2010-05-24,7.3997145747539905,spring
New York,2010-05-25,12.817850776351985,spring
New York,2010-05-26,1.3897673761727276,spring
New York,2010-05-27,11.508001092954242,spring
New York,2010-05-28,3.042636508209701,spring
New York,2010-05-29,8.416229831571702,spring
New York,2010-05-30,20.160820471382277,spring
New York,2010-05-31,14.86224838479255,spring
New York,2010-06-01,25.436207948436376,summer
New York,2010-06-02,23.33613030693631,summer
New York,2010-06-03,25.437981329222858,summer
New York,2010-06-04,19.560015836953767,summer
New York,2010-06-05,20.329332640848662,summer
New York,2010-06-06,24.490936917901376,summer
New York,2010-06-07,27.369597535377434,summer
New York,2010-06-08,33.15717595801498,summer
New York,2010-06-09,22.630556764345876,summer
New York,2010-06-10,18.478356351404678,summer
New York,2010-06-11,25.160298655239213,summer
New York,2010-06-12,31.937145177403224,summer
New York,2010-06-13,22.82236294927558,summer
New York,2010-06-14,22.856805077711456,summer
New York,2010-06-15,26.948047242627336,summer
New York,2010-06-16,19.652353917407588,summer
New York,2010-06-17,28.556449805460055,summer
New York,2010-06-18,34.76252671725992,summer
New York,2010-06-19,37.36543723475995,summer
New York,2010-06-20,29.411496356585992,summer
New York,2010-06-21,28.13733112173948,summer
New York,2010-06-22,18.189411408844943,summer
New York,2010-06-23,24.327005305856606,summer
New York,2010-06-24,23.99617105878565,summer
New York,2010-06-25,15.422569205694355,summer
New York,2010-06-26,29.27440827909114,summer
New York,2010-06-27,28.416660270586732,summer
New York,2010-06-28,27.115541186097026,summer
New York,2010-06-29,27.856443396955697,summer
New York,2010-06-30,27.900701432422164,summer
New York,2010-07-01,21.933733975413812,summer
New York,2010-07-02,25.371296509495725,summer
New York,2010-07-03,26.686934385497267,summer
New York,2010-07-04,37.49007378918337,summer
New York,2010-07-05,22.37625688286177,summer
New York,2010-07-06,23.742380117574495,summer
New York,2010-07-07,33.50565747195203,summer
New York,2010-07-08,30.361792705521914,summer
New York,2010-07-09,22.58925333864724,summer
New York,2010-07-10,18.396176451666754,summer
New York,2010-07-11,24.573918837888332,summer
New York,2010-07-12,22.536875063213323,summer
New York,2010-07-13,22.318816379902124,summer
New York,2010-07-14,18.045054014055495,summer
New York,2010-07-15,20.949872081389913,summer
New York,2010-07-16,28.51480502400576,summer
New York,2010-07-17,21.815389068679107,summer
New York,2010-07-18,22.495188996054726,summer
New York,2010-07-19,21.97769716390631,summer
New York,2010-07-20,29.316385891762422,summer
New York,2010-07-21,18.483295800693874,summer
New York,2010-07-22,23.752658112945575,summer
New York,2010-07-23,20.612819408744045,summer
New York,2010-07-24,16.673744773444216,summer
New York,2010-07-25,21.172655829421977,summer
New York,2010-07-26,29.09448518241786,summer
New York,2010-07-27,23.436463535267684,summer
New York,2010-07-28,16.17651303830128,summer
New York,2010-07-29,34.379231115171834,summer
New York,2010-07-30,26.185795184337106,summer
New York,2010-07-31,31.39934501912844,summer
New York,2010-08-01,25.031757893965466,summer
New York,2010-08-02,23.003010433955144,summer
New York,2010-08-03,23.731229161450855,summer
New York,2010-08-04,24.656242104343384,summer
New York,2010-08-05,24.267224664524644,summer
New York,2010-08-06,31.173790857180606,summer
New York,2010-08-07,26.76787292091932,summer
New York,2010-08-08,26.41444789844501,summer
New York,2010-08-09,16.13433661754731,summer
New York,2010-08-10,29.761256885605082,summer
New York,2010-08-11,15.531393627976476,summer
New York,2010-08-12,28.342406885223486,summer
New York,2010-08-13,18.07070483492287,summer
New York,2010-08-14,28.18006162480974,summer
New York,2010-08-15,19.625718083522337,summer
New York,2010-08-16,24.5835820580251,summer
New York,2010-08-17,23.006712144116392,summer
New York,2010-08-18,36.26406989060702,summer
New York,2010-08-19,18.231391670737654,summer
New York,2010-08-20,22.81421223310148,summer
New York,2010-08-21,26.488482858505392,summer
New York,2010-08-22,20.295343312707363,summer
New York,2010-08-23,30.506320518550538,summer
New York,2010-08-24,22.388605631454052,summer
New York,2010-08-25,23.882301144361794,summer
New York,2010-08-26,27.874983957791663,summer
New York,2010-08-27,14.301035388872075,summer
New York,2010-08-28,22.692604322122776,summer
New York,2010-08-29,31.422561982386735,summer
New York,2010-08-30,20.203491602480526,summer
New York,2010-08-31,28.313750119030217,summer
New York,2010-09-01,19.6293959460163,autumn
New York,2010-09-02,13.99529317630116,autumn
New York,2010-09-03,13.37321128632811,autumn
New York,2010-09-04,19.575568450158954,autumn
New York,2010-09-05,25.007634956978485,autumn
New York,2010-09-06,13.248745253042538,autumn
New York,2010-09-07,17.55196100011262,autumn
New York,2010-09-08,9.056413258353665,autumn
New York,2010-09-09,11.345835005744776,autumn
New York,2010-09-10,16.77044585473659,autumn
New York,2010-09-11,11.932517732870458,autumn
New York,2010-09-12,13.936275982255546,autumn
New York,2010-09-13,12.564339741714367,autumn
New York,2010-09-14,6.310967582648221,autumn
New York,2010-09-15,5.480102132183417,autumn
New York,2010-09-16,6.2037865092465445,autumn
New York,2010-09-17,21.057052378042407,autumn
New York,2010-09-18,17.978654498209274,autumn
New York,2010-09-19,10.271038760748466,autumn
New York,2010-09-20,16.15927800227642,autumn
New York,2010-09-21,15.185393164961317,autumn
New York,2010-09-22,6.217625695027095,autumn
New York,2010-09-23,18.153229563889123,autumn
New York,2010-09-24,12.567820661530652,autumn
New York,2010-09-25,8.176674302290536,autumn
New York,2010-09-26,9.019154337193765,autumn
New York,2010-09-27,12.509797500228746,autumn
New York,2010-09-28,24.34673031600449,autumn
New York,2010-09-29,11.659963312168038,autumn
New York,2010-09-30,9.94565398222729,autumn
New York,2010-10-01,21.303128200877932,autumn
New York,2010-10-02,7.4939890109860166,autumn
New York,2010-10-03,12.653170106100061,autumn
New York,2010-10-04,16.09513659774438,autumn
New York,2010-10-05,13.926273352224719,autumn
New York,2010-10-06,14.861899679964413,autumn
New York,2010-10-07,4.323750822464072,autumn
New York,2010-10-08,10.862135042651506,autumn
New York,2010-10-09,15.097379111706996,autumn
New York,2010-10-10,14.631462301920438,autumn
New York,2010-10-11,11.38635790295832,autumn
New York,2010-10-12,12.045456233247428,autumn
New York,2010-10-13,26.2167737706554,autumn
New York,2010-10-14,16.57266155407988,autumn
New York,2010-10-15,20.73640814426449,autumn
New York,2010-10-16,6.58851136524625,autumn
New York,2010-10-17,12.009074721443351,autumn
New York,2010-10-18,16.33776920919239,autumn
New York,2010-10-19,11.476110582541068,autumn
New York,2010-10-20,11.142666391835057,autumn
New York,2010-10-21,12.667504450242458,autumn
New York,2010-10-22,13.288576846147297,autumn
New York,2010-10-23,16.6436924370372,autumn
New York,2010-10-24,14.94095657434624,autumn
New York,2010-10-25,9.69253787214449,autumn
New York,2010-10-26,17.557841370036464,autumn
New York,2010-10-27,7.605991447221903,autumn
New York,2010-10-28,12.487636872371954,autumn
New York,2010-10-29,17.77693231558404,autumn
New York,2010-10-30,18.18654833233415,autumn
New York,2010-10-31,26.261262395437427,autumn
New York,2010-11-01,22.374067967078716,autumn
New York,2010-11-02,22.601258503289078,autumn
New York,2010-11-03,7.290066398397651,autumn
New York,2010-11-04,18.886957773049776,autumn
New York,2010-11-05,17.721109703823146,autumn
New York,2010-11-06,21.67592808167055,autumn
New York,2010-11-07,20.45998307393483,autumn
New York,2010-11-08,7.582949240171506,autumn
New York,2010-11-09,13.926549684808121,autumn
New York,2010-11-10,18.383639451911105,autumn
New York,2010-11-11,14.944396813827144,autumn
New York,2010-11-12,12.953935728639173,autumn
New York,2010-11-13,8.36888692981164,autumn
New York,2010-11-14,10.230168678219242,autumn
New York,2010-11-15,15.292484605762688,autumn
New York,2010-11-16,7.683281546540014,autumn
New York,2010-11-17,15.660873629654931,autumn
New York,2010-11-18,12.085142229471307,autumn
New York,2010-11-19,10.269111350306446,autumn
New York,2010-11-20,13.71429230814923,autumn
New York,2010-11-21,15.684969347876892,autumn
New York,2010-11-22,17.073685358205797,autumn
New York,2010-11-23,12.71525115152982,autumn
New York,2010-11-24,15.124657292581105,autumn
New York,2010-11-25,7.309836854508641,autumn
New York,2010-11-26,15.262621884839348,autumn
New York,2010-11-27,14.553048723315731,autumn
New York,2010-11-28,13.181325404585955,autumn
New York,2010-11-29,23.465478140235724,autumn
New York,2010-11-30,12.95667661012445,autumn
New York,2010-12-01,-3.2188458111590497,winter
New York,2010-12-02,2.0123081739392927,winter
New York,2010-12-03,3.9977876774446237,winter
New York,2010-12-04,-3.746551735689132,winter
New York,2010-12-05,-1.4365658238960408,winter
New York,2010-12-06,-3.090594186113794,winter
New York,2010-12-07,3.0104616578781935,winter
New York,2010-12-08,3.6669197289802713,winter
New York,2010-12-09,-3.1697253342798666,winter
New York,2010-12-10,4.629070413205977,winter
New York,2010-12-11,6.969335377248241,winter
New York,2010-12-12,-11.44284408918232,winter
New York,2010-12-13,-4.349066271003432,winter
New York,2010-12-14,0.27499552958889795,winter
New York,2010-12-15,4.649194754071097,winter
New York,2010-12-16,-8.09253270150651,winter
New York,2010-12-17,5.522380266400698,winter
New York,2010-12-18,1.9997477495866647,winter
New York,2010-12-19,2.506911197065867,winter
New York,2010-12-20,5.4301619405850845,winter
New York,2010-12-21,1.1574827512720158,winter
New York,2010-12-22,10.293627098783828,winter
New York,2010-12-23,-3.5566248145976402,winter
New York,2010-12-24,4.966059111777916,winter
New York,2010-12-25,-0.8285247800152071,winter
New York,2010-12-26,1.893125007007924,winter
New York,2010-12-27,4.681027862511947,winter
New York,2010-12-28,1.4059578328434963,winter
New York,2010-12-29,-3.6925587250907106,winter
New York,2010-12-30,2.229155400874771,winter
New York,2010-12-31,-4.321319531777014,winter
New York,2011-01-01,-1.073963113830266,winter
New York,2011-01-02,-1.1888939407656205,winter
New York,2011-01-03,0.798314679851237,winter
New York,2011-01-04,11.275385200550733,winter
New York,2011-01-05,-1.7948423520089063,winter
New York,2011-01-06,8.996593090140557,winter
New York,2011-01-07,-8.872390346823792,winter
New York,2011-01-08,-4.582327210605476,winter
New York,2011-01-09,1.8995163873553134,winter
New York,2011-01-10,-0.6131914278143805,winter
New York,2011-01-11,6.730825959822576,winter
New York,2011-01-12,-4.675505151688172,winter
New York,2011-01-13,5.325679523646556,winter
New York,2011-01-14,-8.441257261169548,winter
New York,2011-01-15,0.7642766832973609,winter
New York,2011-01-16,1.016660039648682,winter
New York,2011-01-17,-3.0557459737974053,winter
New York,2011-01-18,-5.038192039229078,winter
New York,2011-01-19,14.594045751013612,winter
New York,2011-01-20,2.8728548066208033,winter
New York,2011-01-21,3.9317718654801626,winter
New York,2011-01-22,-0.01784606902040263,winter
New York,2011-01-23,1.8199593343788938,winter
New York,2011-01-24,-1.3004355603664541,winter
New York,2011-01-25,-0.3070906687598535,winter
New York,2011-01-26,5.548001046353493,winter
New York,2011-01-27,1.7048032261530968,winter
New York,2011-01-28,7.338615563973379,winter
New York,2011-01-29,-2.111409824387481,winter
New York,2011-01-30,5.76257870157347,winter
New York,2011-01-31,-1.0297592072148594,winter
New York,2011-02-01,-1.3319410138148413,winter
New York,2011-02-02,11.884206671418855,winter
New York,2011-02-03,9.149921441137494,winter
New York,2011-02-04,4.17475302196765,winter
New York,2011-02-05,-2.9547605312559493,winter
New York,2011-02-06,0.9611543094960294,winter
New York,2011-02-07,6.832266795357799,winter
New York,2011-02-08,5.725333231659652,winter
New York,2011-02-09,-1.812107035834357,winter
New York,2011-02-10,0.8053946463106325,winter
New York,2011-02-11,-6.405510561937721,winter
New York,2011-02-12,7.992080565246318,winter
New York,2011-02-13,6.0518913485931005,winter
New York,2011-02-14,3.8658264234448456,winter
New York,2011-02-15,-1.4603540309321943,winter
New York,2011-02-16,-2.0253611112441567,winter
New York,2011-02-17,-9.89543353959166,winter
New York,2011-02-18,1.2920665504133135,winter
New York,2011-02-19,9.032907156245258,winter
New York,2011-02-20,4.825988521851816,winter
New York,2011-02-21,-8.145104356494572,winter
New York,2011-02-22,-1.6409776255266584,winter
New York,2011-02-23,-6.3416955561730495,winter
New York,2011-02-24,-4.506887623480699,winter
New York,2011-02-25,-5.976091132187545,winter
New York,2011-02-26,2.9870045837932793,winter
New York,2011-02-27,0.9007461466327202,winter
New York,2011-02-28,-2.005076268155979,winter
New York,2011-03-01,5.402956637797835,spring
New York,2011-03-02,7.451816781416616,spring
New York,2011-03-03,8.255305849589151,spring
New York,2011-03-04,5.470741738961707,spring
New York,2011-03-05,11.538033213917235,spring
New York,2011-03-06,13.456844631771709,spring
New York,2011-03-07,1.7154879363704776,spring
New York,2011-03-08,9.438988164505933,spring
New York,2011-03-09,6.9856522145593605,spring
New York,2011-03-10,8.010972727167665,spring
New York,2011-03-11,15.996728591834978,spring
New York,2011-03-12,13.407424572486878,spring
New York,2011-03-13,18.417976303684753,spring
New York,2011-03-14,11.05174680656124,spring
New York,2011-03-15,3.8166990511631207,spring
New York,2011-03-16,11.125176146286911,spring
New York,2011-03-17,7.94967052198707,spring
New York,2011-03-18,14.322739284788053,spring
New York,2011-03-19,10.549664327029221,spring
New York,2011-03-20,8.99492276294693,spring
New York,2011-03-21,4.882264852945834,spring
New York,2011-03-22,6.450512716807051,spring
New York,2011-03-23,7.5149439380852545,spring
New York,2011-03-24,7.672439607376357,spring
New York,2011-03-25,9.959668249293228,spring
New York,2011-03-26,0.875325008717974,spring
New York,2011-03-27,10.851060414746833,spring
New York,2011-03-28,2.6553975796267366,spring
New York,2011-03-29,4.192198128816344,spring
New York,2011-03-30,9.193662120719843,spring
New York,2011-03-31,3.6506356974513263,spring
New York,2011-04-01,7.979018483618756,spring
New York,2011-04-02,14.948050496860585,spring
New York,2011-04-03,10.926669865484273,spring
New York,2011-04-04,5.0523296707808605,spring
New York,2011-04-05,15.212627091677726,spring
New York,2011-04-06,17.81073880594536,spring
New York,2011-04-07,2.4017548629065626,spring
New York,2011-04-08,7.642073812523607,spring
New York,2011-04-09,3.9148772671736953,spring
New York,2011-04-10,10.105833722654145,spring
New York,2011-04-11,13.49004571663597,spring
New York,2011-04-12,16.312535452610668,spring
New York,2011-04-13,12.070755376753462,spring
New York,2011-04-14,7.842489801678118,spring
New York,2011-04-15,14.054925118890388,spring
New York,2011-04-16,10.591837949204114,spring
New York,2011-04-17,4.145033996868941,spring
New York,2011-04-18,3.721285408880898,spring
New York,2011-04-19,5.938402654766649,spring
New York,2011-04-20,11.721749588496936,spring
New York,2011-04-21,6.2273953590725775,spring
New York,2011-04-22,5.522818335876723,spring
New York,2011-04-23,13.892072066510384,spring
New York,2011-04-24,1.1956093475912137,spring
New York,2011-04-25,6.153028960826309,spring
New York,2011-04-26,15.24959956362228,spring
New York,2011-04-27,7.6900156620723505,spring
New York,2011-04-28,9.84968928409856,spring
New York,2011-04-29,9.704319322208919,spring
New York,2011-04-30,9.852941962960923,spring
New York,2011-05-01,4.161137884123387,spring
New York,2011-05-02,8.639949255396635,spring
New York,2011-05-03,13.034159100882595,spring
New York,2011-05-04,7.252587022614954,spring
New York,2011-05-05,12.182802906490771,spring
New York,2011-05-06,3.780518925598245,spring
New York,2011-05-07,9.101598386095139,spring
New York,2011-05-08,16.158851679511297,spring
New York,2011-05-09,6.321463686576516,spring
New York,2011-05-10,9.9995898111791,spring
New York,2011-05-11,5.634328027607396,spring
New York,2011-05-12,8.912528802822923,spring
New York,2011-05-13,7.215454831603976,spring
New York,2011-05-14,8.506979007992632,spring
New York,2011-05-15,14.115058842020165,spring
New York,2011-05-16,14.372665009283653,spring
New York,2011-05-17,9.227853102829373,spring
New York,2011-05-18,0.14001707051061274,spring
New York,2011-05-19,8.10919334297242,spring
New York,2011-05-20,13.489142696806383,spring
New York,2011-05-21,11.08070723665304,spring
New York,2011-05-22,3.132170429342411,spring
New York,2011-05-23,10.833978005656368,spring
New York,2011-05-24,7.691226859873991,spring
New York,2011-05-25,11.2544400111184,spring
New York,2011-05-26,17.434907951342566,spring
New York,2011-05-27,16.30762491051283,spring
New York,2011-05-28,11.13400803684339,spring
New York,2011-05-29,5.4386117793928985,spring
New York,2011-05-30,6.420934496222994,spring
New York,2011-05-31,6.480703275323194,spring
New York,2011-06-01,27.530904246804837,summer
New York,2011-06-02,26.60412106174051,summer
New York,2011-06-03,27.29312471752606,summer
New York,2011-06-04,27.02351380437857,summer
New York,2011-06-05,26.67474502159306,summer
New York,2011-06-06,27.556931479873636,summer
New York,2011-06-07,30.719886398899604,summer
New York,2011-06-08,23.59197288533208,summer
New York,2011-06-09,24.00495750402327,summer
New York,2011-06-10,23.534355054162255,summer
New York,2011-06-11,25.145239962003938,summer
New York,2011-06-12,22.122131564016073,summer
New York,2011-06-13,27.597263727497282,summer
New York,2011-06-14,21.843414404303388,summer
New York,2011-06-15,26.72978552808882,summer
New York,2011-06-16,23.395395673400834,summer
New York,2011-06-17,24.126105441053067,summer
New York,2011-06-18,19.66035543619714,summer
New York,2011-06-19,19.186509823091697,summer
New York,2011-06-20,22.44689937891421,summer
New York,2011-06-21,18.666049053437597,summer
New York,2011-06-22,35.894578854459034,summer
New York,2011-06-23,23.404070544300403,summer
New York,2011-06-24,29.464042596148577,summer
New York,2011-06-25,23.094218911388605,summer
New York,2011-06-26,23.67670012839635,summer
New York,2011-06-27,20.14025851050757,summer
New York,2011-06-28,28.43841123288375,summer
New York,2011-06-29,22.82784675359291,summer
New York,2011-06-30,24.046830982375603,summer
New York,2011-07-01,22.836223410241292,summer
New York,2011-07-02,29.807519772755462,summer
New York,2011-07-03,17.374716149807604,summer
New York,2011-07-04,25.822036148018324,summer
New York,2011-07-05,30.22246344381578,summer
New York,2011-07-06,27.337572005979265,summer
New York,2011-07-07,28.83942393885072,summer
New York,2011-07-08,26.470758239294426,summer
New York,2011-07-09,21.08121789159108,summer
New York,2011-07-10,31.96737805785705,summer
New York,2011-07-11,21.15733805819432,summer
New York,2011-07-12,24.891940285292726,summer
New York,2011-07-13,23.780032076054063,summer
New York,2011-07-14,20.59269877855382,summer
New York,2011-07-15,23.12609229207666,summer
New York,2011-07-16,19.769499019746114,summer
New York,2011-07-17,27.108101582059337,summer
New York,2011-07-18,26.212157036209977,summer
New York,2011-07-19,25.113116385562705,summer
New York,2011-07-20,14.506983050678313,summer
New York,2011-07-21,29.08747991027368,summer
New York,2011-07-22,18.476743056476117,summer
New York,2011-07-23,22.730871356021474,summer
New York,2011-07-24,22.11930121527709,summer
New York,2011-07-25,19.449673960087363,summer
New York,2011-07-26,30.60619093407589,summer
New York,2011-07-27,27.749188297973593,summer
New York,2011-07-28,32.103215619928726,summer
New York,2011-07-29,22.47519897351792,summer
New York,2011-07-30,22.565177019184745,summer
New York,2011-07-31,22.922668575582943,summer
New York,2011-08-01,27.412107847727345,summer
New York,2011-08-02,25.57861571900793,summer
New York,2011-08-03,26.852713152317197,summer
New York,2011-08-04,22.930879745194293,summer
New York,2011-08-05,26.398696757103135,summer
New York,2011-08-06,20.459139528926453,summer
New York,2011-08-07,13.163226956602836,summer
New York,2011-08-08,19.96969357952989,summer
New York,2011-08-09,18.185399770930317,summer
New York,2011-08-10,30.95955914720949,summer
New York,2011-08-11,28.77947012215301,summer
New York,2011-08-12,21.855158513971332,summer
New York,2011-08-13,17.714121653142648,summer
New York,2011-08-14,17.474991408537715,summer
New York,2011-08-15,35.21689455815298,summer
New York,2011-08-16,27.38442844649603,summer
New York,2011-08-17,24.210102457628427,summer
New York,2011-08-18,19.886920325213573,summer
New York,2011-08-19,32.10413159388045,summer
New York,2011-08-20,17.9769626702439,summer
New York,2011-08-21,34.148902803631046,summer
New York,2011-08-22,26.54928679346469,summer
New York,2011-08-23,38.98906729265208,summer
New York,2011-08-24,31.5631599919922,summer
New York,2011-08-25,31.883511906843935,summer
New York,2011-08-26,27.04575568398569,summer
New York,2011-08-27,33.92816897851456,summer
New York,2011-08-28,21.89779714085639,summer
New York,2011-08-29,20.879729882102133,summer
New York,2011-08-30,36.718580696592376,summer
New York,2011-08-31,28.623557037707382,summer
New York,2011-09-01,17.341450014232862,autumn
New York,2011-09-02,15.750214897176814,autumn
New York,2011-09-03,7.972884508655829,autumn
New York,2011-09-04,13.82925680533073,autumn
New York,2011-09-05,7.131337030900787,autumn
New York,2011-09-06,11.034889898453558,autumn
New York,2011-09-07,14.912775542462859,autumn
New York,2011-09-08,19.570444646080166,autumn
New York,2011-09-09,12.811874385118168,autumn
New York,2011-09-10,15.447605401800802,autumn
New York,2011-09-11,13.281768353750854,autumn
New York,2011-09-12,12.441630228738921,autumn
New York,2011-09-13,17.322209019986104,autumn
New York,2011-09-14,15.922570889724325,autumn
New York,2011-09-15,23.032091585822805,autumn
New York,2011-09-16,13.868597702700134,autumn
New York,2011-09-17,13.094884362948076,autumn
New York,2011-09-18,14.528466899044858,autumn
New York,2011-09-19,11.584037134015173,autumn
New York,2011-09-20,12.255887257578522,autumn
New York,2011-09-21,11.903456451333929,autumn
New York,2011-09-22,3.001158924105283,autumn
New York,2011-09-23,17.140232839642078,autumn
New York,2011-09-24,4.885917529289374,autumn
New York,2011-09-25,11.405208303729957,autumn
New York,2011-09-26,14.631798775950003,autumn
New York,2011-09-27,18.34608412461223,autumn
New York,2011-09-28,18.261697781111565,autumn
New York,2011-09-29,6.535052445070409,autumn
New York,2011-09-30,23.763999212224753,autumn
New York,2011-10-01,23.51182584579129,autumn
New York,2011-10-02,22.019162771803863,autumn
New York,2011-10-03,5.087391434250213,autumn
New York,2011-10-04,13.31213028793213,autumn
New York,2011-10-05,14.830780683026488,autumn
New York,2011-10-06,13.205009738816708,autumn
New York,2011-10-07,14.873847987333184,autumn
New York,2011-10-08,8.912586804780156,autumn
New York,2011-10-09,16.860247877249954,autumn
New York,2011-10-10,14.790306894604738,autumn
New York,2011-10-11,11.97254601985449,autumn
New York,2011-10-12,20.814586419509727,autumn
New York,2011-10-13,16.997558465285966,autumn
